product_name,ingredients_text,nova_group,health_score,allergens,additives,calories,protein_g,carbs_g,fat_g,sugar_g,sodium_mg,fiber_g,nutrition_density,food_group,source_dataset
Plum Sauce,plum sauce,1,80.2,,,35.0,0.2,8.1,0.2,0.0,100.0,0.1,11.2,Group 5,FOOD-DATA-GROUP5.csv
Chow Mein Stir Fry Master Foods,chow mein stir fry master foods,1,75.0,,,26.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,Group 5,FOOD-DATA-GROUP5.csv
Beef Gravy Instant,"beef gravy instant, fresh meat, essential amino acids, heme iron",4,45.8,,,25.0,0.7,4.1,0.6,1.6,300.0,0.3,15.6,Group 5,FOOD-DATA-GROUP5.csv
Horseradish,horseradish,1,75.5,,,2.0,0.0,0.6,0.1,0.4,39.0,0.2,1.1,Group 5,FOOD-DATA-GROUP5.csv
Grenadine,grenadine,1,80.0,,,54.0,0.0,13.4,0.0,9.3,38.0,0.0,14.6,Group 5,FOOD-DATA-GROUP5.csv
Tabasco Sauce,tabasco sauce,1,75.0,,,1.0,0.0,0.0,0.0,0.1,75.0,0.0,1.1,Group 5,FOOD-DATA-GROUP5.csv
Sweet Sour Sauce,sweet sour sauce,1,80.2,,,26.0,0.0,6.7,0.1,3.3,24.0,0.1,10.2,Group 5,FOOD-DATA-GROUP5.csv
Salsa Verde,salsa verde,1,75.8,,,6.0,0.2,1.0,0.1,0.5,34.0,0.3,4.8,Group 5,FOOD-DATA-GROUP5.csv
Miso,miso,1,78.2,Soy,,40.0,2.6,5.1,1.2,1.2,700.0,1.1,10.2,Group 5,FOOD-DATA-GROUP5.csv
Sprouted Soybean Cooked,sprouted soybean cooked,1,84.9,Soy,,76.0,8.0,6.1,4.2,0.4,200.0,0.8,83.6,Group 5,FOOD-DATA-GROUP5.csv
Soy Flour Roasted,"soy flour roasted, dietary fiber, high protein",1,98.0,"Gluten/Wheat, Soy",,375.0,29.6,28.6,18.6,6.5,83.0,8.2,249.7,Group 5,FOOD-DATA-GROUP5.csv
Soy Flour Low Fat,"soy flour low fat, dietary fiber, high protein",1,98.0,"Gluten/Wheat, Soy",,330.0,40.0,30.7,7.8,9.3,85.0,14.1,350.6,Group 5,FOOD-DATA-GROUP5.csv
Green Soybean Cooked,"green soybean cooked, dietary fiber",1,91.9,Soy,,127.0,11.1,9.9,5.8,0.0,200.0,3.8,30.8,Group 5,FOOD-DATA-GROUP5.csv
Azumaya Tofu Vitasoy,"azumaya tofu vitasoy, high protein",1,98.0,Soy,,316.0,32.8,9.1,16.6,1.6,30.0,2.4,777.0,Group 5,FOOD-DATA-GROUP5.csv
Soy Proteins Isolate,"soy proteins isolate, high protein",1,92.7,Soy,,96.0,22.8,2.1,1.0,0.0,300.0,1.6,82.0,Group 5,FOOD-DATA-GROUP5.csv
Tofu Yogurt,"tofu yogurt, cultured milk, live active probiotic cultures",1,83.3,"Milk/Dairy, Soy",,246.0,9.2,41.8,4.7,3.2,30.0,0.5,56.6,Group 5,FOOD-DATA-GROUP5.csv
Bacon Meatless,"bacon meatless, dietary fiber, high protein",3,58.3,,,446.0,15.4,9.1,42.5,0.0,2100.0,3.7,107.3,Group 5,FOOD-DATA-GROUP5.csv
Meatless Chicken Fried,"meatless chicken fried, fresh poultry meat, protein amino acids, dietary fiber, high protein",1,98.0,,,304.0,27.7,11.1,16.6,0.0,500.0,5.6,120.6,Group 5,FOOD-DATA-GROUP5.csv
Soymilk,soymilk,1,83.3,,,109.0,7.1,8.4,4.8,6.1,100.0,1.0,22.2,Group 5,FOOD-DATA-GROUP5.csv
Soy Vermicelli,"soy vermicelli, dietary fiber",1,80.3,Soy,,463.0,0.1,115.2,0.1,24.4,32.0,5.5,200.4,Group 5,FOOD-DATA-GROUP5.csv
Tofu Fried,tofu fried,1,76.2,Soy,,35.0,2.4,1.2,2.6,0.4,21.0,0.5,6.8,Group 5,FOOD-DATA-GROUP5.csv
Tempeh,"tempeh, high protein",1,98.0,Soy,,320.0,30.8,15.6,17.9,0.0,68.0,0.0,253.1,Group 5,FOOD-DATA-GROUP5.csv
Koyadofu,koyadofu,1,84.6,,,81.0,8.9,1.7,5.2,0.0,81.0,1.2,17.2,Group 5,FOOD-DATA-GROUP5.csv
Meatless Meatloaf,meatless meatloaf,1,89.2,,,110.0,11.8,4.5,5.0,0.7,300.0,2.6,41.3,Group 5,FOOD-DATA-GROUP5.csv
Soya Vanille Joghurt Alpro,soya vanille joghurt alpro,1,75.0,Soy,,21.0,0.3,1.0,0.6,0.1,0.0,0.0,1.9,Group 5,FOOD-DATA-GROUP5.csv
Soybean Curd Cheese,"soybean curd cheese, pasteurized milk, cheese cultures, salt, enzymes, high protein",3,83.2,"Milk/Dairy, Soy",,340.0,28.1,15.5,18.2,3.6,94.0,0.0,497.4,Group 5,FOOD-DATA-GROUP5.csv
Soy Sauce,soy sauce,1,67.8,Soy,,8.0,1.3,0.8,0.1,0.1,900.0,0.1,2.3,Group 5,FOOD-DATA-GROUP5.csv
Soybean Dry Roasted,"soybean dry roasted, dietary fiber, high protein",1,98.0,Soy,,419.0,36.8,30.4,20.1,0.0,77.0,7.5,233.0,Group 5,FOOD-DATA-GROUP5.csv
Soybean Oil,"soybean oil, soybean oil, pure extracted plant lipids",2,70.0,Soy,,120.0,0.0,0.0,13.6,0.0,0.0,0.0,13.7,Group 5,FOOD-DATA-GROUP5.csv
Meatless Chicken,"meatless chicken, fresh poultry meat, protein amino acids, dietary fiber, high protein",1,97.4,,,376.0,39.7,6.1,21.4,0.0,1200.0,6.0,137.5,Group 5,FOOD-DATA-GROUP5.csv
Soybean Cooked,"soybean cooked, dietary fiber, high protein",1,98.0,Soy,,296.0,28.6,17.1,15.4,5.2,75.0,10.3,72.5,Group 5,FOOD-DATA-GROUP5.csv
Soymilk Nonfat,soymilk nonfat,1,93.7,,,68.0,6.0,10.1,0.0,8.9,100.0,0.5,299.5,Group 5,FOOD-DATA-GROUP5.csv
Soy Flour,soy flour,1,76.2,"Gluten/Wheat, Soy",,23.0,1.8,1.8,1.1,0.4,23.0,0.5,5.5,Group 5,FOOD-DATA-GROUP5.csv
Soybean Lecithin Oil,"soybean lecithin oil, soybean lecithin oil, pure extracted plant lipids",2,70.0,Soy,,104.0,0.0,0.0,13.6,0.0,0.0,0.0,13.6,Group 5,FOOD-DATA-GROUP5.csv
Tofu Raw,"tofu raw, high protein",1,98.0,Soy,,188.0,20.0,4.7,11.9,0.0,60.0,0.7,918.8,Group 5,FOOD-DATA-GROUP5.csv
Soy Chips,soy chips,1,84.8,Soy,,109.0,7.5,15.0,2.1,0.5,200.0,1.0,75.5,Group 5,FOOD-DATA-GROUP5.csv
Green Soybean Raw,"green soybean raw, dietary fiber, high protein",1,98.0,Soy,,376.0,33.2,28.3,17.4,0.0,17.0,10.8,677.3,Group 5,FOOD-DATA-GROUP5.csv
Soy Proteins Concentrate,"soy proteins concentrate, high protein",1,93.3,Soy,,93.0,18.0,7.2,0.1,0.0,300.0,1.6,132.7,Group 5,FOOD-DATA-GROUP5.csv
Soybean Margarine,"soybean margarine, hydrogenated vegetable oil, water, salt, soy lecithin, mono and diglycerides",4,40.0,Soy,"E471 (Mono and diglycerides), E322 (Lecithin), E160a (Beta-carotene)",34.0,0.1,0.0,3.8,0.0,5.0,0.0,5.3,Group 5,FOOD-DATA-GROUP5.csv
Chocolate Soymilk Nonfat,chocolate soymilk nonfat,4,58.6,,,107.0,6.0,20.7,0.0,8.9,100.0,0.5,310.1,Group 5,FOOD-DATA-GROUP5.csv
Okara,okara,1,80.0,,,93.0,3.9,15.3,2.1,0.0,70.0,0.0,21.6,Group 5,FOOD-DATA-GROUP5.csv
Meatless Meatballs,"meatless meatballs, dietary fiber, high protein",1,98.0,,,284.0,30.2,11.5,13.0,1.8,800.0,6.6,100.4,Group 5,FOOD-DATA-GROUP5.csv
Vanilla Soymilk,vanilla soymilk,1,87.0,,,131.0,7.9,15.3,4.3,9.7,100.0,1.5,91.4,Group 5,FOOD-DATA-GROUP5.csv
Soy Meal Raw,"soy meal raw, high protein",1,98.0,Soy,,414.0,54.8,49.0,2.9,0.0,17.0,0.0,421.1,Group 5,FOOD-DATA-GROUP5.csv
Soymilk Low Fat,soymilk low fat,1,93.5,,,104.0,4.0,17.5,1.5,8.5,40.0,1.9,225.3,Group 5,FOOD-DATA-GROUP5.csv
Sprouted Soybean Raw,sprouted soybean raw,1,83.7,Soy,,85.0,9.2,6.7,4.7,0.0,5.0,0.8,21.8,Group 5,FOOD-DATA-GROUP5.csv
Soybean Raw,"soybean raw, dietary fiber, high protein",1,98.0,Soy,,830.0,67.9,56.1,37.1,13.6,23.0,17.3,734.0,Group 5,FOOD-DATA-GROUP5.csv
Tempeh Cooked,tempeh cooked,1,80.0,Soy,,55.0,5.1,2.6,3.2,0.0,84.0,0.0,38.7,Group 5,FOOD-DATA-GROUP5.csv
Vanilla Soymilk Light,vanilla soymilk light,1,96.3,,,83.0,6.4,9.4,2.1,1.0,200.0,1.5,319.4,Group 5,FOOD-DATA-GROUP5.csv
Chocolate Soymilk,chocolate soymilk,4,39.5,,,153.0,5.5,24.2,3.7,19.1,100.0,1.0,35.2,Group 5,FOOD-DATA-GROUP5.csv
Soy Oil,"soy oil, soy oil, pure extracted plant lipids",2,70.0,Soy,,120.0,0.0,0.0,13.6,0.0,0.0,0.0,13.6,Group 5,FOOD-DATA-GROUP5.csv
Natto,"natto, dietary fiber",1,94.4,,,169.0,14.2,11.5,8.8,3.9,26.0,4.3,39.4,Group 5,FOOD-DATA-GROUP5.csv
Chrysanthemum Raw,chrysanthemum raw,1,78.8,,,12.0,1.7,1.5,0.3,0.0,12.0,1.5,5.3,Group 5,FOOD-DATA-GROUP5.csv
Gourd Cooked,"gourd cooked, dietary fiber",1,93.0,,,100.0,1.2,25.5,0.6,9.2,65.0,5.2,32.9,Group 5,FOOD-DATA-GROUP5.csv
Cauliflower Raw,cauliflower raw,1,75.8,,,3.0,0.2,0.6,0.1,0.2,42.0,0.3,1.3,Group 5,FOOD-DATA-GROUP5.csv
Red Cabbage Raw,"red cabbage raw, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,96.2,,,53.0,2.4,12.5,0.3,6.5,79.0,3.6,193.6,Group 5,FOOD-DATA-GROUP5.csv
Broccoli Raab Raw,broccoli raab raw,1,77.8,,,9.0,1.3,1.1,0.2,0.2,40.0,1.1,3.9,Group 5,FOOD-DATA-GROUP5.csv
Napa Cabbage Cooked,"napa cabbage cooked, fresh raw vegetable, dietary fiber, folate, antioxidants",1,80.0,,,13.0,1.2,2.4,0.2,0.0,12.0,0.0,39.7,Group 5,FOOD-DATA-GROUP5.csv
Kelp,kelp,1,75.0,,,2.0,0.1,0.5,0.1,0.1,19.0,0.0,9.3,Group 5,FOOD-DATA-GROUP5.csv
Shallots Raw,shallots raw,1,77.0,,,18.0,0.6,4.2,0.1,2.0,44.0,0.8,5.8,Group 5,FOOD-DATA-GROUP5.csv
Bamboo Shoots Raw,"bamboo shoots raw, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,90.0,,,49.0,4.7,9.4,0.5,5.4,67.0,4.0,19.3,Group 5,FOOD-DATA-GROUP5.csv
Jute Cooked,jute cooked,1,93.1,,,32.0,3.2,6.3,0.2,0.9,43.0,1.7,226.4,Group 5,FOOD-DATA-GROUP5.csv
Red Lettuce,red lettuce,1,75.8,,,4.0,0.4,0.6,0.1,0.1,57.0,0.3,1.6,Group 5,FOOD-DATA-GROUP5.csv
Broccoli Cooked,"broccoli cooked, dietary fiber",1,95.7,,,98.0,6.7,20.1,1.1,3.9,100.0,9.2,38.3,Group 5,FOOD-DATA-GROUP5.csv
Romanesco Raw,romanesco raw,1,86.8,,,20.0,1.9,3.9,0.2,1.9,25.0,2.0,86.0,Group 5,FOOD-DATA-GROUP5.csv
Eggplant Raw,"eggplant raw, dietary fiber",1,91.8,,,115.0,4.5,26.9,0.8,16.2,28.0,13.7,98.3,Group 5,FOOD-DATA-GROUP5.csv
Leeks Raw,leeks raw,1,84.0,,,54.0,1.3,12.6,0.3,3.5,3.0,1.6,16.1,Group 5,FOOD-DATA-GROUP5.csv
Lemongrass Citronella,lemongrass citronella,1,75.0,,,5.0,0.0,1.2,0.1,0.0,24.0,0.0,4.9,Group 5,FOOD-DATA-GROUP5.csv
Pumpkin Cooked,pumpkin cooked,1,86.8,,,49.0,1.8,12.0,0.2,5.1,6.0,2.7,17.0,Group 5,FOOD-DATA-GROUP5.csv
Celery Cooked,celery cooked,1,81.5,,,7.0,0.3,1.5,0.1,0.9,93.0,0.6,20.8,Group 5,FOOD-DATA-GROUP5.csv
Serrano Pepper,serrano pepper,1,75.5,,,2.0,0.1,0.4,0.1,0.2,67.0,0.2,0.9,Group 5,FOOD-DATA-GROUP5.csv
Nopales Raw,nopales raw,1,90.0,,,14.0,1.1,2.9,0.1,1.0,76.0,1.9,155.5,Group 5,FOOD-DATA-GROUP5.csv
Sweet Potato Leaves Cooked,sweet potato leaves cooked,1,83.0,,,22.0,1.4,4.7,0.2,3.5,200.0,1.2,30.0,Group 5,FOOD-DATA-GROUP5.csv
Eggplant Cooked,eggplant cooked,1,86.2,,,33.0,0.8,8.1,0.2,3.2,200.0,2.5,19.0,Group 5,FOOD-DATA-GROUP5.csv
Asparagus Cooked,asparagus cooked,1,75.8,,,3.0,0.4,0.6,0.1,0.2,0.0,0.3,1.5,Group 5,FOOD-DATA-GROUP5.csv
Rutabaga Cooked,"rutabaga cooked, dietary fiber",1,93.8,,,72.0,2.2,16.4,0.4,9.5,49.0,4.3,112.0,Group 5,FOOD-DATA-GROUP5.csv
Parsnips Raw,"parsnips raw, dietary fiber",1,95.0,,,128.0,2.0,30.6,0.5,8.2,68.0,8.3,41.8,Group 5,FOOD-DATA-GROUP5.csv
Sour Pickles,sour pickles,4,24.8,,,17.0,0.5,3.5,0.3,1.6,1900.0,1.9,8.4,Group 5,FOOD-DATA-GROUP5.csv
Turnip Greens Cooked,"turnip greens cooked, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,98.0,,,29.0,1.6,6.3,0.3,0.8,400.0,5.0,251.2,Group 5,FOOD-DATA-GROUP5.csv
Jerusalem Artichokes,jerusalem artichokes,1,82.7,,,110.0,3.0,26.2,0.0,14.4,11.0,2.4,63.7,Group 5,FOOD-DATA-GROUP5.csv
Collard Raw,collard raw,1,78.5,,,12.0,1.1,2.0,0.2,0.2,14.0,1.4,5.0,Group 5,FOOD-DATA-GROUP5.csv
Chrysanthemum Cooked,chrysanthemum cooked,1,80.8,,,20.0,1.6,4.3,0.0,2.0,42.0,2.3,8.6,Group 5,FOOD-DATA-GROUP5.csv
Oriental Radish Dried,"oriental radish dried, dietary fiber",4,37.7,,,314.0,9.2,73.5,0.8,43.3,300.0,27.7,848.6,Group 5,FOOD-DATA-GROUP5.csv
Tomatillos,tomatillos,1,86.2,,,42.0,1.3,7.7,1.3,5.2,19.0,2.5,38.2,Group 5,FOOD-DATA-GROUP5.csv
Taro Shoots Raw,"taro shoots raw, fresh raw vegetable, dietary fiber, folate, antioxidants",1,80.0,,,9.0,0.8,2.0,0.1,0.0,56.0,0.0,31.7,Group 5,FOOD-DATA-GROUP5.csv
Acorn Squash Raw,"acorn squash raw, dietary fiber",1,98.0,Tree Nuts,,172.0,3.4,44.9,0.4,0.0,17.0,6.5,247.8,Group 5,FOOD-DATA-GROUP5.csv
Leeks Dried,leeks dried,1,80.8,,,10.0,0.5,2.4,0.0,0.0,77.0,0.3,18.7,Group 5,FOOD-DATA-GROUP5.csv
Cabbage Raw,"cabbage raw, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,95.0,,,70.0,3.6,16.2,0.3,9.0,6.0,7.0,27.6,Group 5,FOOD-DATA-GROUP5.csv
Sweet Red Peppers Cooked,sweet red peppers cooked,1,86.6,,,19.0,0.7,4.5,0.1,3.2,200.0,0.9,137.9,Group 5,FOOD-DATA-GROUP5.csv
Sweet Red Peppers Raw,"sweet red peppers raw, dietary fiber",1,96.0,,,46.0,1.5,9.0,0.4,6.3,92.0,3.1,215.3,Group 5,FOOD-DATA-GROUP5.csv
Cucumber Peeled,cucumber peeled,1,77.2,,,16.0,0.8,2.9,0.2,1.8,98.0,0.9,4.9,Group 5,FOOD-DATA-GROUP5.csv
Purslane Raw,purslane raw,1,80.0,,,9.0,0.9,1.5,0.2,0.0,66.0,0.0,40.5,Group 5,FOOD-DATA-GROUP5.csv
Peas Onions Cooked,"peas onions cooked, dietary fiber",1,89.2,,,81.0,4.6,15.5,0.4,6.8,500.0,4.0,63.8,Group 5,FOOD-DATA-GROUP5.csv
Tomato Cooked,"tomato cooked, fresh raw vegetable, dietary fiber, folate, antioxidants",1,77.2,,,22.0,1.2,4.9,0.1,3.1,29.0,0.9,7.4,Group 5,FOOD-DATA-GROUP5.csv
Taro Shoots Cooked,"taro shoots cooked, fresh raw vegetable, dietary fiber, folate, antioxidants",1,80.1,,,20.0,1.0,4.5,0.1,0.0,300.0,0.0,52.3,Group 5,FOOD-DATA-GROUP5.csv
Scots Kale Raw,scots kale raw,1,92.0,,,28.0,1.9,5.6,0.4,0.0,59.0,1.1,235.5,Group 5,FOOD-DATA-GROUP5.csv
Artichoke Raw,"artichoke raw, dietary fiber",1,95.0,,,60.0,4.2,13.5,0.2,1.3,100.0,6.9,25.3,Group 5,FOOD-DATA-GROUP5.csv
Navy Bean Sprouts Raw,navy bean sprouts raw,1,81.0,,,70.0,6.4,13.6,0.7,0.0,63.0,0.0,57.9,Group 5,FOOD-DATA-GROUP5.csv
Sweet Pickles,sweet pickles,1,66.5,,,146.0,0.9,33.8,0.7,29.2,700.0,1.6,136.1,Group 5,FOOD-DATA-GROUP5.csv
Oriental Radish Cooked,oriental radish cooked,1,86.3,,,25.0,1.0,5.0,0.4,2.7,400.0,2.4,56.2,Group 5,FOOD-DATA-GROUP5.csv
Sweet Potato Leaves Raw,sweet potato leaves raw,1,84.8,,,15.0,0.9,3.1,0.2,0.0,73.0,1.9,37.6,Group 5,FOOD-DATA-GROUP5.csv
Irishmoss,irishmoss,1,75.2,,,2.0,0.0,0.6,0.0,0.1,84.0,0.1,5.0,Group 5,FOOD-DATA-GROUP5.csv
Drumstick Leaves Cooked,drumstick leaves cooked,3,65.8,,,25.0,2.2,4.7,0.4,0.4,100.0,0.8,85.5,Group 5,FOOD-DATA-GROUP5.csv
Winter Squash Raw,winter squash raw,1,84.8,,,39.0,1.1,10.0,0.2,2.6,27.0,1.7,60.5,Group 5,FOOD-DATA-GROUP5.csv
Pumpkin Raw,pumpkin raw,1,81.5,,,30.0,1.2,7.5,0.1,3.2,62.0,0.6,45.1,Group 5,FOOD-DATA-GROUP5.csv
Chicory Greens,"chicory greens, fresh raw vegetable, dietary fiber, folate, antioxidants",1,78.0,,,7.0,0.5,1.4,0.1,0.2,17.0,1.2,3.3,Group 5,FOOD-DATA-GROUP5.csv
Spinach Cooked,"spinach cooked, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,90.9,,,41.0,5.3,6.8,0.5,0.8,100.0,4.3,18.5,Group 5,FOOD-DATA-GROUP5.csv
Radish Pickled,"radish pickled, dietary fiber",3,58.5,,,42.0,1.7,7.8,0.5,3.0,1200.0,3.3,55.6,Group 5,FOOD-DATA-GROUP5.csv
Sweet Onion,sweet onion,1,81.6,,,106.0,2.6,25.0,0.3,16.6,63.0,3.0,31.6,Group 5,FOOD-DATA-GROUP5.csv
Salsify Cooked,"salsify cooked, dietary fiber",1,93.0,,,92.0,3.7,20.7,0.2,3.9,28.0,4.2,99.2,Group 5,FOOD-DATA-GROUP5.csv
Radish Seeds Sprouted,radish seeds sprouted,1,80.0,,,16.0,1.4,1.4,1.0,0.0,67.0,0.0,34.5,Group 5,FOOD-DATA-GROUP5.csv
Turnips Raw,"turnips raw, dietary fiber",1,88.2,,,51.0,1.6,11.8,0.2,7.0,100.0,3.3,17.4,Group 5,FOOD-DATA-GROUP5.csv
Burdock Root Raw,"burdock root raw, dietary fiber",1,91.2,,,85.0,1.8,20.5,0.2,3.4,8.0,3.9,79.2,Group 5,FOOD-DATA-GROUP5.csv
Red Cabbage Cooked,"red cabbage cooked, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,91.0,,,49.0,2.6,11.8,0.2,5.6,47.0,4.4,19.5,Group 5,FOOD-DATA-GROUP5.csv
Jute Raw,jute raw,1,75.0,,,10.0,1.3,1.6,0.0,0.0,42.0,0.0,3.2,Group 5,FOOD-DATA-GROUP5.csv
Hot Chile Pepper Dried,hot chile pepper dried,1,75.2,,,2.0,0.1,0.3,0.1,0.2,41.0,0.1,1.1,Group 5,FOOD-DATA-GROUP5.csv
Salsify Raw,"salsify raw, dietary fiber",1,91.0,,,109.0,4.4,24.7,0.3,0.0,93.0,4.4,34.3,Group 5,FOOD-DATA-GROUP5.csv
Crookneck Squash Raw,crookneck squash raw,1,83.7,,,24.0,1.3,4.9,0.3,4.5,47.0,1.3,59.6,Group 5,FOOD-DATA-GROUP5.csv
Indian Squash Cooked,"indian squash cooked, dietary fiber",1,88.8,,,38.0,0.7,7.6,0.4,4.7,0.0,3.5,12.2,Group 5,FOOD-DATA-GROUP5.csv
Poi,poi,1,83.4,,,269.0,0.9,65.4,0.3,0.9,91.0,1.0,68.8,Group 5,FOOD-DATA-GROUP5.csv
Sesbania Flower Cooked,sesbania flower cooked,1,80.9,,,22.0,1.2,5.3,0.0,0.0,300.0,0.0,68.5,Group 5,FOOD-DATA-GROUP5.csv
Acorn Squash Cooked,"acorn squash cooked, dietary fiber",1,98.0,Tree Nuts,,115.0,2.3,29.9,0.3,0.0,500.0,9.0,155.7,Group 5,FOOD-DATA-GROUP5.csv
Cauliflower Cooked,cauliflower cooked,1,87.2,,,29.0,2.3,5.1,0.6,2.6,94.0,2.9,11.3,Group 5,FOOD-DATA-GROUP5.csv
Crookneck Squash Cooked,crookneck squash cooked,1,86.1,,,34.0,1.9,6.8,0.7,4.5,400.0,2.0,72.6,Group 5,FOOD-DATA-GROUP5.csv
Laver Seaweed,laver seaweed,1,75.2,,,1.0,0.2,0.1,0.0,0.1,75.0,0.1,3.2,Group 5,FOOD-DATA-GROUP5.csv
Mountain Yam Cooked,mountain yam cooked,1,80.0,,,119.0,2.5,29.0,0.1,0.0,400.0,0.0,43.8,Group 5,FOOD-DATA-GROUP5.csv
Pumpkin Flowers Raw,pumpkin flowers raw,1,80.0,,,5.0,0.3,1.1,0.1,0.0,66.0,0.0,23.7,Group 5,FOOD-DATA-GROUP5.csv
Mustard Greens Raw,"mustard greens raw, fresh raw vegetable, dietary fiber, folate, antioxidants",1,87.5,,,15.0,1.6,2.6,0.2,0.7,4.0,1.8,110.7,Group 5,FOOD-DATA-GROUP5.csv
Arrowhead,arrowhead,1,75.0,,,12.0,0.6,2.4,0.1,0.0,82.0,0.0,4.7,Group 5,FOOD-DATA-GROUP5.csv
Japanese Cabbage,"japanese cabbage, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,93.7,,,45.0,2.4,8.5,0.2,2.0,400.0,4.7,89.6,Group 5,FOOD-DATA-GROUP5.csv
Mung Bean Sprouts Cooked,mung bean sprouts cooked,1,82.5,,,24.0,2.5,4.5,0.1,3.5,300.0,1.0,37.9,Group 5,FOOD-DATA-GROUP5.csv
Scallop Squash Cooked,"scallop squash cooked, dietary fiber",1,88.9,Shellfish,,29.0,1.9,5.9,0.3,2.7,400.0,3.4,58.5,Group 5,FOOD-DATA-GROUP5.csv
Pumpkin Leaves Cooked,pumpkin leaves cooked,1,84.8,,,15.0,1.9,2.4,0.2,0.5,200.0,1.9,39.9,Group 5,FOOD-DATA-GROUP5.csv
Hungarian Pepper,hungarian pepper,1,80.8,,,8.0,0.2,1.8,0.1,1.0,28.0,0.3,30.8,Group 5,FOOD-DATA-GROUP5.csv
Sweet Potato Baked,"sweet potato baked, dietary fiber",1,91.8,,,103.0,2.3,23.6,0.2,7.4,70.0,3.8,96.3,Group 5,FOOD-DATA-GROUP5.csv
Chinese Cabbage Pe Tsai Raw,"chinese cabbage pe tsai raw, fresh raw vegetable, dietary fiber, folate, antioxidants",1,83.9,,,12.0,0.9,2.5,0.2,1.1,49.0,0.9,83.7,Group 5,FOOD-DATA-GROUP5.csv
Taro Raw,"taro raw, dietary fiber",1,92.4,,,116.0,1.6,27.5,0.2,0.4,54.0,4.3,83.6,Group 5,FOOD-DATA-GROUP5.csv
Yam Bean Jicama,"yam bean jicama, dietary fiber",1,95.6,,,49.0,0.9,11.5,0.1,2.3,47.0,6.4,61.6,Group 5,FOOD-DATA-GROUP5.csv
Olives,olives,1,75.2,,,10.0,0.1,0.5,0.9,0.0,1.0,0.1,9.5,Group 5,FOOD-DATA-GROUP5.csv
Mustard Greens Cooked,"mustard greens cooked, fresh raw vegetable, dietary fiber, folate, antioxidants",1,95.3,,,36.0,3.6,6.3,0.7,2.0,400.0,2.8,215.2,Group 5,FOOD-DATA-GROUP5.csv
Pumpkin Flowers Cooked,pumpkin flowers cooked,1,83.7,,,20.0,1.5,4.4,0.1,3.2,82.0,1.2,64.7,Group 5,FOOD-DATA-GROUP5.csv
Tree Fern Cooked,"tree fern cooked, dietary fiber",1,94.5,,,57.0,0.4,15.3,0.1,0.0,300.0,5.3,75.3,Group 5,FOOD-DATA-GROUP5.csv
Yellow Corn Raw,"yellow corn raw, dietary fiber, high protein",1,98.0,,,606.0,15.6,123.3,7.9,1.1,60.0,12.1,175.0,Group 5,FOOD-DATA-GROUP5.csv
Endive,endive,1,84.0,,,9.0,0.6,1.7,0.1,0.1,80.0,1.6,33.7,Group 5,FOOD-DATA-GROUP5.csv
Wakame,wakame,1,80.7,,,36.0,2.4,7.3,0.5,0.5,700.0,0.4,134.7,Group 5,FOOD-DATA-GROUP5.csv
Tahitian Taro Raw,tahitian taro raw,1,92.0,,,55.0,3.5,8.6,1.2,0.0,3.0,0.0,296.2,Group 5,FOOD-DATA-GROUP5.csv
Broccoli Raw,broccoli raw,1,86.0,,,31.0,2.6,6.0,0.3,1.5,49.0,2.4,11.5,Group 5,FOOD-DATA-GROUP5.csv
Sweet Green Peppers Raw,sweet green peppers raw,1,91.1,,,30.0,1.3,6.9,0.3,3.6,23.0,2.5,146.2,Group 5,FOOD-DATA-GROUP5.csv
Chinese Cabbage Pak Choi Cooked,"chinese cabbage pak choi cooked, fresh raw vegetable, dietary fiber, folate, antioxidants",1,90.8,,,20.0,2.7,3.0,0.3,1.4,500.0,1.7,211.8,Group 5,FOOD-DATA-GROUP5.csv
Agar,agar,1,75.1,,,1.0,0.1,0.3,0.1,0.0,49.0,0.0,0.6,Group 5,FOOD-DATA-GROUP5.csv
Watercress,watercress,1,75.5,,,4.0,0.8,0.4,0.0,0.1,38.0,0.2,1.6,Group 5,FOOD-DATA-GROUP5.csv
Beet Greens Cooked,"beet greens cooked, fresh raw vegetable, dietary fiber, folate, antioxidants, dietary fiber",1,98.0,,,39.0,3.7,7.9,0.3,0.9,300.0,4.2,218.9,Group 5,FOOD-DATA-GROUP5.csv
Winter Squash Cooked,"winter squash cooked, dietary fiber",1,95.5,,,76.0,1.8,18.1,0.7,6.8,68.0,5.7,76.0,Group 5,FOOD-DATA-GROUP5.csv
New Zealand Spinach Raw,"new zealand spinach raw, fresh raw vegetable, dietary fiber, folate, antioxidants",1,82.1,,,8.0,0.8,1.4,0.1,0.2,17.0,0.8,52.8,Group 5,FOOD-DATA-GROUP5.csv
Okra,okra,1,81.0,,,4.0,0.2,0.9,0.1,0.2,98.0,0.4,14.1,Group 5,FOOD-DATA-GROUP5.csv
